λ,Carnallite,Quartz,Biotite,Zircon,Rutile,Ammonium Illite,Almandine
0.62,0.74638504,0.8167555235459636,0.1145189257516438,0.5321415466827921,0.25865852351033775,0.8191409498326833,0.44985038
0.625,0.75049484,0.8170334913584005,0.11620524178872105,0.54084136413214,0.26961907457583584,0.822968247619018,0.4630321
0.63,0.75402099,0.8175063616096666,0.11566247751333335,0.5467388095563332,0.2806659450623333,0.8250861676343333,0.47843862
0.635,0.7572644460778608,0.8171864679179792,0.11359541347748478,0.5521259246812469,0.29210026602061023,0.8254629201272012,0.49330800860688623
0.64,0.7602689355868117,0.8177887948980265,0.11387852348169777,0.5556892029533557,0.3021709775932361,0.8285387648903767,0.5068968743632873
0.645,0.7631583300810959,0.8193006305424053,0.11310808761297614,0.5571413356378564,0.313932525800358,0.8313046233115331,0.518101847839908
0.65,0.7658910309023639,0.8200778848629731,0.11279872330859965,0.5539025015078225,0.3249960161772427,0.8328088655643835,0.5264051853653854
0.655,0.7687174275299236,0.8209172068115181,0.11250747255117553,0.5369157567843181,0.3338883960268103,0.8350079683404334,0.5314684698761062
0.66,0.7716843330511476,0.8202951726535399,0.11193330798891983,0.5595997917444262,0.3434419350782261,0.8370198040309605,0.5338997116250187
0.665,0.7744753887875606,0.8207836425470256,0.11244453249932498,0.5744392261425617,0.35224099397443986,0.8386079937521376,0.534326200538773
0.67,0.7774104381110811,0.8213535772711346,0.11136380230585533,0.5858286657730587,0.36007154352108467,0.8386264556430155,0.5334973342738427
0.675,0.7803711241032412,0.8219891235757144,0.10985837403202041,0.5910804611892826,0.36794200646221964,0.8416142432774103,0.5321175526398265
0.68,0.7834519038452384,0.8219254630616074,0.11047760910795479,0.5935364190558541,0.3743805150786012,0.8429169191880892,0.5308859922382223
0.685,0.78653008,0.8232017471763282,0.11098362371576284,0.5963356258860412,0.37982716689803103,0.8450968788857112,0.53041148
0.69,0.78950572,0.8232448939147071,0.10881484758494948,0.5908224687326754,0.38528760420823854,0.8469432122290517,0.53083092
0.695,0.7926418257787579,0.8243171893974041,0.10880692383357442,0.6050880156010292,0.3930439445103032,0.8487668075181498,0.5332775736681367
0.7,0.7953954355463554,0.8244368338905963,0.10863336648981632,0.6110042924408813,0.39656544704836827,0.848325340940298,0.5360585585699856
0.705,0.7981785602891028,0.8255871790071352,0.1091148746469697,0.6141243977849167,0.40229164213303203,0.8495663771299069,0.5410465834690346
0.71,0.8006534690761462,0.8257433130135952,0.10856884407581115,0.6174886322829843,0.4061179368996535,0.8519831887089807,0.5476165699463027
0.715,0.8027547720263987,0.8258072368349525,0.10883243452511784,0.621025463065846,0.4108774963039945,0.8532621896566949,0.555569162495575
0.72,0.8046415287853608,0.8245631975249128,0.10838145575053629,0.6236375740271604,0.4153529820750311,0.8527672209976149,0.5649135115665216
0.725,0.8060372449624016,0.8257705353589304,0.10938972353015294,0.6267793017636765,0.4203593908942634,0.8539638370144552,0.5753089961481541
0.73,0.8070917055334234,0.8269785302021532,0.10951807858412879,0.6296538666991505,0.42441930183302745,0.8571573537431563,0.5864747946168692
0.735,0.8079466784621693,0.8255111714939224,0.10847983913483703,0.6305775474604618,0.43042678172362586,0.856295156467547,0.5984213658132161
0.74,0.8083881692400924,0.8263707205447419,0.10873788224936627,0.6342009834912475,0.4339533686546202,0.855903868202377,0.6105716555863556
0.745,0.80838853,0.8287047717604263,0.10972209948494224,0.636739608068471,0.44056953191727877,0.8573202148827233,0.62267029
0.75,0.8081395,0.8282753450416201,0.11113495243344972,0.6363060598745995,0.4433348266894267,0.858673799537438,0.63436097
0.755,0.80750692,0.8288296340236403,0.1116158548568819,0.6375201577693443,0.45088330318206515,0.8596763583271834,0.64553851
0.76,0.8066193482469824,0.8293256721354284,0.11139242174408993,0.6388282849236323,0.4556427336902159,0.8611272379132056,0.6561876700655007
0.765,0.8054554473790475,0.8295313107462617,0.11212448873997508,0.6400814235848761,0.4634025615861228,0.8625643970019201,0.6659116880611612
0.77,0.8042949343832809,0.8303506290934879,0.11595199377395032,0.6401858916474886,0.47017408497326635,0.8612957288859852,0.6746862831481426
0.775,0.8029926360365586,0.8305329107854614,0.11318860084336103,0.6430562904750968,0.47658261352670983,0.8627968304437303,0.6824592682906684
0.78,0.8019604650184491,0.8314720772628309,0.11444871956024835,0.6414034114183427,0.4825918826497959,0.8635736083084805,0.6893667974561272
0.785,0.8009867173880305,0.831134383699675,0.11578167286505,0.642537717141425,0.4910008308472001,0.8629737179933,0.6953546054780263
0.79,0.8000911530646467,0.8315059541529147,0.11751425547451133,0.6433040473892065,0.4962635566184585,0.8660770602010994,0.7007986106711664
0.795,0.7995841514412144,0.8314498123174192,0.11968680590573524,0.6427409949586376,0.5026891423221942,0.8647520892162269,0.7050430638790389
0.8,0.7993730301502014,0.8310491090322953,0.12102002929176026,0.6418799961849365,0.5089396890858062,0.8657166953251867,0.7083938637843379
0.805,0.7992922704184042,0.83135982319676,0.11992294601895997,0.641507199686,0.5149490360158802,0.86699015987288,0.7113579444775449
0.81,0.79910779,0.8319008770498542,0.1208061675998552,0.6419398914803229,0.5205959329856861,0.8671646050589301,0.71378875
0.815,0.79898852,0.8321921314810801,0.12048447336974002,0.64139659405328,0.52578369079794,0.86721102151828,0.71573991
0.82,0.7991236996471965,0.8324415280302584,0.12142887755787311,0.6410710044677597,0.5307780007501327,0.8681648638927191,0.7172782420260202
0.825,0.798875808703587,0.8324218096075027,0.12219909509148272,0.640031931569973,0.5351495829738635,0.8680728080139799,0.7185112821416214
0.83,0.7984567288019879,0.832886413869745,0.12245537412226051,0.6390469771113876,0.5392339916483927,0.8680658938650736,0.7192859619278194
0.835,0.7976617160257987,0.8343423001589986,0.123027464528679,0.6391571217393848,0.5434646193077061,0.8695381273137985,0.7199483515949203
0.84,0.7969419372266385,0.8343820498111891,0.12415963428086071,0.6395919679344806,0.5482915458220989,0.8688665769398642,0.7202863118488075
0.845,0.7961207664085795,0.8344678862602439,0.12529180403304244,0.6394640877760389,0.5530496727606138,0.8670022967275961,0.7207504490721465
0.85,0.7949619945440182,0.8346228557850914,0.12642397378522413,0.6384920829160146,0.55770459603523,0.8633488472103485,0.7208024897126115
0.855,0.7939357238788061,0.834896648786003,0.12635600147204631,0.6383464047563756,0.5605501704270739,0.8635793901937869,0.720747650098995
0.86,0.7932432916886338,0.8352395731633022,0.12590208008705864,0.638593091387538,0.5632549630942185,0.8644917404706932,0.7204222108875178
0.865,0.7924674214120142,0.8357402039987383,0.12510450659514696,0.6395829280203267,0.567206047097832,0.8642472354890101,0.7202019705788058
0.87,0.79215181,0.8362408348341744,0.12430693310323533,0.6405727646531154,0.5711571311014454,0.8640027305073268,0.7197544
0.875,0.79191232,0.8362498066666668,0.12251887333333332,0.6396860866666667,0.5731735066666668,0.8641320466666667,0.71937186
0.88,0.79208356,0.8361358652848534,0.1204831950891956,0.6383302858895019,0.5747062111682388,0.8643548169430743,0.71867013
0.885,0.7922437206813068,0.8371425539995291,0.11922209483407684,0.6379556495356079,0.5765010790891067,0.8642376872785107,0.7179906378320783
0.89,0.7926894403696073,0.8398302158749706,0.1191228809271298,0.6390527843459755,0.5786891986930691,0.863610699204907,0.7169142973075462
0.895,0.7930730623530823,0.8416389032442333,0.11931691600743603,0.6401159400399301,0.5807501914154813,0.8629965927623228,0.7155621038287087
0.9,0.7935376219441223,0.8399317365370664,0.12068393237445238,0.6410431809671711,0.5823026829679729,0.8624340121997423,0.7142497228656853
0.905,0.7942239637120143,0.8384066706539406,0.12171132360948361,0.6416213275635776,0.5836029942247842,0.8619017242732944,0.7124060270061496
0.91,0.7945216305900705,0.8376099898572599,0.12138024827840829,0.6408031317453817,0.5838946095163995,0.8614906038621739,0.7103541637555122
0.915,0.7944486098154092,0.83719912479404,0.12155726525586003,0.64060749576706,0.58438407068489,0.86090223121587,0.7080788096829158
0.92,0.7943449008058081,0.8383314647940401,0.12376657525586002,0.64290200576706,0.5856648856848901,0.85960487621587,0.7053929713177132
0.925,0.7941054100858009,0.8393830021478111,0.1250985102687333,0.6450316854889667,0.5872415654494556,0.8586432567320779,0.7021745467717677
0.93,0.7944623187602876,0.8401113410367,0.12292107693539998,0.6465020688223,0.5900016598939,0.8590245289542999,0.698691797494075
0.935,0.79529828,0.8399292164871793,0.12160714739711576,0.6487800391912635,0.5914677973888782,0.8587568056734428,0.69470626
0.94,0.79581279,0.8383814309219113,0.12158844117049855,0.6522693598296128,0.590993047982315,0.8575156134749332,0.69014293
0.945,0.7951180272784728,0.8368643169811076,0.1215846749999375,0.6520355876709558,0.5899971427476182,0.8515172156246609,0.6850409391279914
0.95,0.7927730028432285,0.8361860411767971,0.1214526490800023,0.6512875895409511,0.5892825207841731,0.8445774042241895,0.6794039476783769
0.955,0.7883923375205751,0.8388324470607824,0.12079264448001381,0.6522056872457069,0.5902141747050382,0.8386290253451365,0.6734847743351433
0.96,0.7820505816426179,0.8418779195549695,0.12168656010017184,0.6535997804122446,0.5918987197335989,0.836464123775059,0.666908110680866
0.965,0.7743470821463928,0.8441403698432495,0.12352516392934641,0.655168299325031,0.5938273223922746,0.8375873778303927,0.659785225161242
0.97,0.7662026176337183,0.842206595455435,0.12499865971454904,0.6561651821434071,0.5947244087394125,0.8417737937788458,0.6520624678248088
0.975,0.7586474673075075,0.8414491679306765,0.12495108455596518,0.6565224166675222,0.5928476441501972,0.849070268100427,0.643971003552458
0.98,0.752654872521074,0.8412550893254978,0.12240851656048854,0.6567005950232834,0.5949261555187351,0.8535181573199744,0.6352770662675866
0.985,0.7469566616576332,0.8415500547438605,0.1219356619039008,0.6573140434010549,0.5952119358840676,0.8556461145051958,0.6261913991501831
0.99,0.7409659718209183,0.8421017507847948,0.12339083220525196,0.6588462432404117,0.5948785520255531,0.856734854850201,0.6167553296034961
0.995,0.73493612,0.8424162992722309,0.124680013899613,0.6607813318194727,0.595835419307931,0.8580133005278685,0.6068992
1.0,0.72951424,0.84163463,0.12451013,0.66073549,0.59454304,0.85985494,0.59674144
1.005,0.72491878,0.841639005,0.1251052383333333,0.659337165,0.5947284566666666,0.857295765,0.58632779
1.01,0.72410274,0.8414866533333334,0.12557087333333333,0.6591062133333333,0.59457632,0.8584948166666666,0.57713252
1.015,0.73176861,0.8418409499999999,0.12533173,0.6610601549999999,0.593981745,0.8591803899999999,0.56350923
1.02,0.74024343,0.8425336454545453,0.12530610909090908,0.6633104127272728,0.594403529090909,0.8584202581818182,0.55087817
1.025,0.74738961,0.842075474,0.12624496899999998,0.66338838,0.594976928,0.8577241519999999,0.5381521
1.03,0.75396645,0.8408279969999999,0.12620689899999998,0.662322741,0.592739699,0.8579272579999999,0.52509415
1.035,0.7585839,0.8428746289999999,0.124875036,0.6613936420000001,0.593406884,0.8565460469999999,0.5117535
1.04,0.76195741,0.843499137951359,0.12639174979819598,0.6578219776595531,0.5939107924846496,0.8568559891859837,0.49861079
1.045,0.76369685,0.844853896811,0.12818484900660002,0.654550342871,0.5941749706185999,0.8574506267541999,0.48566514
1.05,0.76404274,0.8448993954699999,0.12574542302259994,0.6511628148025999,0.5943387574798,0.8569938574539999,0.47247428
1.055,0.763610097520248,0.8457458293386,0.12494641000639996,0.6469646542454,0.5923407680146,0.8575914164435999,0.4598784532256779
1.06,0.7621227054324567,0.8444479103433999,0.12592745939599995,0.6466176336194001,0.5905201102544,0.8577636191159999,0.44706366148785104
1.065,0.7605752605269473,0.8455141156142001,0.12429525058919996,0.6500017874972,0.5900544110227999,0.8569919959487999,0.43459065754624554
1.07,0.7599400382181781,0.8456005847655046,0.1247330812067758,0.652949198703626,0.5911574960744785,0.85863722299594,0.422280860355964
1.075,0.76033634,0.8457721629999999,0.12378583800000001,0.65378567,0.590714987,0.8583817809999998,0.41044962
1.08,0.76168633,0.846187246,0.125295814,0.6546122129999999,0.589487832,0.857910833,0.3988395
1.085,0.76407439,0.8458889059999999,0.12493391899999999,0.652386648,0.5903224509999999,0.859187082,0.38750383
1.09,0.76704419,0.844786331,0.12474022200000001,0.648712718,0.589837113,0.8587890739999999,0.37662548
1.095,0.76971573,0.844910289,0.12520863100000001,0.6479662559999999,0.587707714,0.859876578,0.36564782
1.1,0.77230555,0.8468131459999999,0.12519544899999996,0.6427378229999998,0.587586007,0.8595925389999999,0.3550767
1.105,0.77409297,0.8454078509999998,0.12378407999999999,0.635492459,0.587403811,0.8585456669999999,0.34513527
1.11,0.77397859,0.846959861,0.124121974,0.6254234549999997,0.58722579,0.857004747,0.33522436
1.115,0.77253598,0.84635653,0.12423941299999999,0.617682196,0.586514416,0.8568625889999999,0.32566187
1.12,0.76845586,0.8475424089999999,0.12494507399999998,0.6243506200000002,0.58557734,0.8575535979999999,0.31629246
1.125,0.76357567,0.847138145,0.124690993,0.6398446250000001,0.584736167,0.8560173209999999,0.30757734
1.13,0.75782305,0.8464060029999998,0.126138185,0.6504667359999999,0.5841958889999999,0.8548997089999999,0.29907402
1.135,0.75221163,0.847376253,0.12493359399999998,0.652423472,0.584385185,0.853400792,0.29078013
1.14,0.74650252,0.8475154009999999,0.12333331899999998,0.6553318289999999,0.583057177,0.8501374180000001,0.28321397
1.145,0.74069375,0.848518634,0.12387400300000001,0.659461572,0.582159499,0.846863195,0.27586499
1.15,0.73415381,0.849368477,0.12468479500000001,0.6671261889999998,0.582028291,0.843004076,0.26878899
1.155,0.72621679,0.848469276,0.12410769999999999,0.6737154919999999,0.580123253,0.840289259,0.26195025
1.16,0.71563613,0.848189957,0.12412660499999995,0.680106975,0.5791932399999999,0.8410852339999999,0.25556409
1.165,0.70243478,0.8488307585507711,0.1255959876301526,0.6839335209156184,0.5795520335154702,0.8425302296873938,0.24979666
1.17,0.68638295,0.8480821981020759,0.12619191770849164,0.689735282198112,0.5786351409449623,0.8439049529670812,0.24404928
1.175,0.66910589,0.8473756537016,0.1267139531658,0.6950724111839999,0.5778962826071999,0.8433696469923999,0.23847683
1.18,0.6536411980461958,0.8463965109661999,0.1262848158886,0.6986410716593999,0.5760725681587999,0.8444166938803999,0.23320917288971119
1.185,0.6421261354584541,0.8483832504750094,0.12651210340706814,0.7022960257591151,0.5776731257127142,0.8453578662757254,0.22832593035896404
1.19,0.6323073729817019,0.849694929,0.127748389,0.7053987939999999,0.5789740489999999,0.844736723,0.2237464761363864
1.195,0.6204782144325565,0.850186398,0.12805220199999995,0.7075761589999999,0.577284553,0.8432991069999999,0.219297411528847
1.2,0.60742927,0.848947289,0.12727994499999998,0.7078971949999999,0.577397729,0.8415986499999999,0.21530098
1.205,0.59747392,0.8486722999999999,0.12780781600000002,0.7085186649999999,0.5759513599999999,0.8404231529999999,0.2115777
1.21,0.59439957,0.84859804,0.128376833,0.708894868,0.574766423,0.838773687,0.20797208
1.215,0.59650904,0.8499425760000001,0.12934974400000002,0.7083941500000001,0.575028189,0.8364705909999999,0.20477745
1.22,0.59728092,0.850915823,0.129845742,0.710391197,0.5744950259999999,0.833735488,0.20169042
1.225,0.59449893,0.851307855,0.13045762300000002,0.710715655,0.573689464,0.832366631,0.19895962
1.23,0.59186161,0.8498712929999999,0.13133119000000001,0.711488363,0.5734625289999999,0.828224587,0.19644055
1.235,0.59609908,0.850155333,0.132591767,0.710908655,0.573723412,0.8245871319999999,0.19407038
1.24,0.60835081,0.84999617,0.13287629499999998,0.710104325,0.573747177,0.823456506,0.19205479
1.245,0.62549043,0.8510543799999999,0.133398,0.711527655,0.573190377,0.824343646,0.19021495
1.25,0.64380366,0.8510514299999998,0.13383051,0.713100781,0.572483822,0.8232945469999999,0.18865943
1.255,0.6606434,0.8511255449999999,0.13537090799999998,0.712019328,0.572197737,0.82378234,0.18715966
1.26,0.67518532,0.8514209799999999,0.135517546,0.711903722,0.573136922,0.824145296,0.18588533
1.265,0.68646407,0.8512439709999999,0.13606452899999993,0.711975402,0.572882463,0.82541407,0.18489541
1.27,0.69443387,0.8519449750512991,0.13692590242755143,0.7118869480200396,0.5725835157382853,0.824346076847663,0.18393911
1.275,0.6995613,0.8519794586308,0.13746438821579998,0.7123324673689999,0.5729289947808,0.8245160549663999,0.18325701
1.28,0.70244759,0.8531561837521999,0.1393415096922,0.7109545623316,0.5732751347702,0.8231134885843999,0.18277632
1.285,0.70335114,0.8516014398931999,0.13944850958379998,0.7107099152002,0.5728130156778,0.8217482589812,0.18251084
1.29,0.70286804,0.8511484014497999,0.140576756086,0.7113727096818,0.5723472674676,0.8208137266864,0.1824908
1.295,0.70169854,0.8513180976391999,0.14206161147879998,0.7108517561402,0.571942838539,0.8173823504847999,0.18261464
1.3,0.70016766,0.851437256224249,0.14231506199367977,0.7100858985583424,0.571304591049242,0.8153135575179007,0.18299188
1.305,0.6985917358674132,0.852889158105,0.14382321817239996,0.7094105168998,0.5718401098221999,0.8105214333766,0.18347235632236775
1.31,0.6962460823547644,0.8526512572278,0.1452415881588,0.7078288937926,0.572591824194,0.8071501673706,0.18420808591340865
1.315,0.6920640337846216,0.8525983019383999,0.14580124326979996,0.7065212779742001,0.5734753321182,0.803658274342,0.1851078809929007
1.32,0.6850717438006196,0.8529055769598,0.1476468910824,0.7053974068059999,0.5723707790876,0.7998778601765999,0.18611069007399264
1.325,0.67519337,0.8534478112469999,0.14895182080059996,0.7032842845732,0.5721186273143999,0.7957085036274,0.18736157
1.33,0.66175389,0.8527056682765999,0.15037929130179997,0.7034969748424,0.5733314354574,0.7927970864439999,0.18889533
1.335,0.645823,0.8536991149198,0.1494692622922,0.7041843355217998,0.5736255298676,0.7894914355834,0.19051208
1.34,0.62857878,0.8530898682396,0.14991679048460002,0.7053495224672,0.5748105806527999,0.7868636211237998,0.19217846
1.345,0.61014968,0.8521065648838,0.15211788227259992,0.7040899429356,0.5734524632635999,0.7817574479632,0.19392101
1.35,0.59071445,0.8524162079165999,0.15445295770819997,0.7056814535770001,0.5747479560852,0.7784073280771999,0.1959457
1.355,0.57011878,0.8521693137313999,0.15433830103419996,0.7103607186079999,0.5756579764691999,0.77485514301,0.19794971
1.36,0.5494141,0.8532760904141999,0.15601337125700002,0.7132627397162,0.5758093890027999,0.7673008157001998,0.20009887
1.365,0.52909708,0.852737900156,0.15746877009739998,0.7153589614136,0.5748854033911999,0.7538642722614002,0.20257103
1.37,0.50902855,0.8528037508133838,0.15817754587988248,0.7162333656950862,0.575419822801344,0.7394230173540525,0.20502067
1.375,0.48977894,0.854959723,0.16057545799999998,0.718788299,0.574903256,0.7193383269999999,0.20757742
1.38,0.47180691,0.8546420179999998,0.16054919199999995,0.721707876,0.5746977029999999,0.692543406000001,0.2101586
1.385,0.45635265,0.8560390809999999,0.16118455799999998,0.722680856,0.576080134,0.6500852909999997,0.2128273
1.39,0.44470096,0.8552578609999999,0.16155263199999992,0.7229287299999999,0.5743016699999999,0.5980053990000012,0.21554515
1.395,0.43500635,0.8542379359999999,0.163228217,0.722534846,0.574975765,0.5539141229999998,0.21817027
1.4,0.4253774,0.8529908559999999,0.1647418639999999,0.7239320359999999,0.5744500539999999,0.5190415410000006,0.22107549
1.405,0.41340992,0.8527178079999999,0.16685424199999999,0.7245465459999999,0.573957584,0.500574622,0.22392522
1.41,0.39747033,0.8542116869999998,0.16757047699999994,0.7243227509999999,0.57396723,0.4976052579999997,0.22655791
1.415,0.37699649,0.8559352409704195,0.169765547598152,0.7250778172919459,0.5721844036778736,0.5143196433466672,0.22925754
1.42,0.35169888,0.8551571603547999,0.17242410025539998,0.7243579522957999,0.5733796926384,0.5507307445873993,0.23198365
1.425,0.32212353,0.8563210337625999,0.17319718094140002,0.72384163655,0.5735468189840001,0.5890194208940004,0.23478782
1.43,0.2902789239316078,0.8563520199606001,0.1742575838322,0.724987582785,0.5750310836525999,0.6152520420967996,0.23745909576442348
1.435,0.2580464344505546,0.8548062973664,0.17508497321400002,0.7238221584714,0.5761593627029999,0.6350248503046002,0.23972274216878317
1.44,0.2262996865593444,0.8574481572754,0.17756524118599995,0.7238641146964,0.574373332954,0.6485569314325998,0.24196563609539043
1.445,0.1954236678442146,0.8564834757131999,0.1791849248802,0.7242089646987999,0.5749749452128001,0.6577871213450001,0.24417807512648743
1.45,0.1680097,0.8558435436693999,0.18009419289599995,0.724008860364,0.5766820643112,0.6614094006856,0.24626058
1.455,0.14766009,0.856977909398,0.1811931455086,0.7225556899414,0.5768541597542,0.6628210931772,0.24809121
1.46,0.13830255,0.857419605849,0.18234906520199995,0.7197985243266,0.5750209926876,0.6653385570852,0.2497786
1.465,0.14241177,0.8578094330125999,0.18554456223319998,0.7152013234305998,0.5768300500022,0.6670925687361999,0.25134736
1.47,0.15760584,0.8564189782220355,0.18615012101217976,0.7090823195380094,0.5774666172686547,0.6697315521125576,0.25262645
1.475,0.17690237,0.856437555,0.18698067200000001,0.7069225309999999,0.578067231,0.6750850460000001,0.25360957
1.48,0.19439685,0.855498096,0.18906871399999997,0.705736623,0.577404073,0.6780891899999999,0.25455487
1.485,0.20790383,0.857619781,0.191132829,0.7051614119999998,0.577862098,0.6789927870000001,0.25530526
1.49,0.21786685,0.861446614,0.192275322,0.6999606649999999,0.578442041,0.6811843,0.25594607
1.495,0.2254988,0.861501225,0.19371554400000002,0.6889095579999996,0.57816558,0.680595526,0.25628093
1.5,0.23161213,0.8597412689999999,0.195760665,0.6725502359999999,0.57820659,0.6790070349999999,0.25632864
1.505,0.23628536,0.856044101,0.196709691,0.6644990359999994,0.578308258,0.677257617,0.25636292
1.51,0.23763205,0.857393931,0.19666389899999998,0.6877059950000001,0.578342024,0.6749873049999999,0.25633824
1.515,0.23583494,0.8579021279999999,0.19751774499999997,0.7110145569999996,0.578095308,0.6715521180000001,0.25629002
1.52,0.23297054,0.858261835,0.19912313800000003,0.719807914,0.579300444,0.6667771269999999,0.25601658
1.525,0.23181318,0.859675137,0.20219876199999995,0.721471844,0.5811114529999999,0.663662844,0.25548503
1.53,0.2346659,0.8593822484950635,0.20435993458244697,0.7223167598194513,0.5808034412125674,0.6609386383292422,0.25509694
1.535,0.24238636,0.8570264315151415,0.2065905059922335,0.723297766172397,0.5805027612288127,0.6562799227456209,0.25458211
1.54,0.25405893,0.85701734,0.20505004,0.72766811,0.58277649,0.65354466,0.25389987
1.545,0.26853544,0.85895429,0.20847592333333323,0.7311302933333332,0.5813419983333334,0.6522335600000001,0.25315857
1.55,0.28464359,0.8598021943419056,0.2103385129568826,0.7353595689473158,0.582429689576493,0.6504421345132418,0.25245115
1.555,0.3025311461863808,0.8596777840892651,0.21142625831752804,0.7370642089385178,0.5840524005903235,0.651227555832236,0.251741000069993
1.56,0.32109921252974716,0.8595808176279605,0.21272105992916548,0.7380215670174504,0.5841702097064951,0.6546402077119617,0.250761401869813
1.565,0.3396542928617136,0.8603258225079614,0.2144538181086445,0.7406048742562422,0.5826392003519946,0.6591741322578113,0.24982428550944905
1.57,0.3582718341725833,0.8614740202279965,0.2151602380098768,0.7433109249323857,0.5831600000319995,0.6632166392961647,0.24896593631936806
1.575,0.37691015,0.8606357335714285,0.21670715000000002,0.7438786071428571,0.5830602628571429,0.6695478785714286,0.24800324
1.58,0.39517981,0.8608998657142858,0.21848132142857152,0.7447029607142858,0.5838985164285715,0.6749546785714288,0.24699293
1.585,0.4125815,0.8621020100000001,0.22041229357142855,0.7461260742857142,0.5854841392857143,0.6790915492857142,0.2460141
1.59,0.42949244,0.85983801,0.22254962928571437,0.7484896171428572,0.5847336321428571,0.6824077421428573,0.24498013
1.595,0.44628707,0.85996899,0.2235114,0.74873692,0.58443868,0.6860172149999999,0.24409968
1.6,0.4627896,0.86058084,0.22438557071428572,0.7487224257142858,0.5847529742857143,0.6892615107142857,0.24335039
1.605,0.4785009,0.85991974,0.22623090642857144,0.7502133114285715,0.5860332885714286,0.6913604464285714,0.24253958
1.61,0.49377984,0.8601897478571429,0.22840454928571433,0.7495564692857143,0.5863232428571429,0.69125039,0.24167804
1.615,0.50868058,0.8603634298135687,0.2299116586006943,0.7492201923066044,0.5862565441906313,0.6915765829134701,0.24088573
1.62,0.52289099,0.860384966931901,0.23073413477436036,0.7495897070727561,0.5859855184614505,0.6925967088477306,0.24027108
1.625,0.53609669,0.8608351462150541,0.2317219849479293,0.7512782400937129,0.5860949811834116,0.6937269712725531,0.23971973
1.63,0.54842949,0.862023505,0.23392631499999994,0.75073287,0.586853835,0.693496675,0.2390248
1.635,0.56012857,0.8627197898997129,0.23614670374876787,0.7496090804020057,0.5879334071936743,0.6934625612180174,0.23852438
1.64,0.57123744,0.8615297228987556,0.23718808291132729,0.7493695484086915,0.5891119311725882,0.6952467652780754,0.23786236
